wall_time_unix,wall_time_local,gnss_time_gpst,gnss_lat_deg,gnss_lon_deg,gnss_h_m,tca_time,tca_lat_deg,tca_lon_deg,tca_h_m
1787575406.801,2026-08-24 17:43:26,2021-06-19 10:06:12.300,37.3527203900,-121.9157732200,20.5580,,,,
1787575406.901,2026-08-24 17:43:26,2021-06-19 10:06:12.400,37.3527206100,-121.9157724600,20.7000,,,,
1787575407.001,2026-08-24 17:43:27,2021-06-19 10:06:12.500,37.3527203100,-121.9157726500,20.5880,,,,
1787575407.102,2026-08-24 17:43:27,2021-06-19 10:06:12.600,37.3527203500,-121.9157729100,20.5630,,,,
1787575407.203,2026-08-24 17:43:27,2021-06-19 10:06:12.700,37.3527204800,-121.9157726300,20.6940,,,,
1787575407.304,2026-08-24 17:43:27,2021-06-19 10:06:12.800,37.3527203500,-121.9157721200,20.7730,,,,
1787575407.405,2026-08-24 17:43:27,2021-06-19 10:06:12.900,37.3527203700,-121.9157717000,20.6980,,,,
1787575407.506,2026-08-24 17:43:27,2021-06-19 10:06:13.000,37.3527201000,-121.9157721700,20.6050,,,,
1787575407.607,2026-08-24 17:43:27,2021-06-19 10:06:13.100,37.3527199300,-121.9157725600,20.6490,,,,
1787575407.708,2026-08-24 17:43:27,2021-06-19 10:06:13.200,37.3527197300,-121.9157726300,20.5280,,,,
1787575407.808,2026-08-24 17:43:27,2021-06-19 10:06:13.300,37.3527194800,-121.9157721400,20.5510,,,,
1787575407.909,2026-08-24 17:43:27,2021-06-19 10:06:13.400,37.3527195300,-121.9157715200,20.7020,,,,
1787575408.009,2026-08-24 17:43:28,2021-06-19 10:06:13.500,37.3527188700,-121.9157740100,20.2830,,,,
1787575408.110,2026-08-24 17:43:28,2021-06-19 10:06:13.600,37.3527191800,-121.9157728900,20.4030,,,,
1787575408.211,2026-08-24 17:43:28,2021-06-19 10:06:13.700,37.3527195500,-121.9157715800,20.6720,,,,
1787575408.314,2026-08-24 17:43:28,2021-06-19 10:06:13.800,37.3527194600,-121.9157714900,20.5880,,,,
1787575408.414,2026-08-24 17:43:28,2021-06-19 10:06:13.900,37.3527195900,-121.9157720200,20.4880,,,,
1787575408.515,2026-08-24 17:43:28,2021-06-19 10:06:14.000,37.3527201000,-121.9157720900,20.5040,,,,
1787575408.616,2026-08-24 17:43:28,2021-06-19 10:06:14.200,37.3527200800,-121.9157719600,20.3980,,,,
1787575408.817,2026-08-24 17:43:28,2021-06-19 10:06:14.300,37.3527204000,-121.9157711400,20.5570,,,,
1787575408.917,2026-08-24 17:43:28,2021-06-19 10:06:14.400,37.3527202100,-121.9157716100,20.5340,,,,
1787575409.018,2026-08-24 17:43:29,2021-06-19 10:06:14.500,37.3527203500,-121.9157720500,20.3780,,,,
1787575409.119,2026-08-24 17:43:29,2021-06-19 10:06:14.600,37.3527208800,-121.9157708300,20.5770,,,,
1787575409.220,2026-08-24 17:43:29,2021-06-19 10:06:14.700,37.3527207500,-121.9157705200,20.6030,,,,
1787575409.320,2026-08-24 17:43:29,2021-06-19 10:06:14.800,37.3527205600,-121.9157709600,20.5590,,,,
1787575409.421,2026-08-24 17:43:29,2021-06-19 10:06:15.000,37.3527210900,-121.9157697400,20.7490,,,,
1787575409.522,2026-08-24 17:43:29,2021-06-19 10:06:15.100,37.3527209500,-121.9157699800,20.6460,,,,
1787575409.622,2026-08-24 17:43:29,2021-06-19 10:06:15.200,37.3527210500,-121.9157700300,20.6150,,,,
1787575409.723,2026-08-24 17:43:29,2021-06-19 10:06:15.300,37.3527209500,-121.9157699800,20.6620,,,,
1787575409.823,2026-08-24 17:43:29,2021-06-19 10:06:15.400,37.3527208900,-121.9157701900,20.5080,,,,
1787575409.928,2026-08-24 17:43:29,2021-06-19 10:06:15.500,37.3527208400,-121.9157705000,20.4020,,,,
1787575410.029,2026-08-24 17:43:30,2021-06-19 10:06:15.600,37.3527211900,-121.9157694300,20.6180,,,,
1787575410.130,2026-08-24 17:43:30,2021-06-19 10:06:15.700,37.3527210600,-121.9157707500,20.4330,,,,
1787575410.231,2026-08-24 17:43:30,2021-06-19 10:06:15.800,37.3527212300,-121.9157701400,20.4960,,,,
1787575410.332,2026-08-24 17:43:30,2021-06-19 10:06:15.900,37.3527215300,-121.9157690100,20.6740,,,,
1787575410.433,2026-08-24 17:43:30,2021-06-19 10:06:16.000,37.3527216400,-121.9157696000,20.4960,,,,
1787575410.533,2026-08-24 17:43:30,2021-06-19 10:06:16.100,37.3527212300,-121.9157705500,20.3700,,,,
1787575410.634,2026-08-24 17:43:30,2021-06-19 10:06:16.200,37.3527214600,-121.9157703000,20.4290,,,,
1787575410.734,2026-08-24 17:43:30,2021-06-19 10:06:16.300,37.3527216200,-121.9157693200,20.5800,,,,
1787575410.835,2026-08-24 17:43:30,2021-06-19 10:06:16.400,37.3527214600,-121.9157702300,20.3820,,,,
1787575410.935,2026-08-24 17:43:30,2021-06-19 10:06:16.500,37.3527213700,-121.9157706300,20.2340,,,,
1787575411.036,2026-08-24 17:43:31,2021-06-19 10:06:16.600,37.3527218200,-121.9157708800,20.2750,,,,
1787575411.137,2026-08-24 17:43:31,2021-06-19 10:06:16.700,37.3527214300,-121.9157712200,20.1570,,,,
1787575411.238,2026-08-24 17:43:31,2021-06-19 10:06:16.800,37.3527215300,-121.9157706800,20.2080,,,,
1787575411.338,2026-08-24 17:43:31,2021-06-19 10:06:16.900,37.3527220100,-121.9157693200,20.4780,,,,
1787575411.439,2026-08-24 17:43:31,2021-06-19 10:06:17.000,37.3527217800,-121.9157714600,20.1060,,,,
1787575411.540,2026-08-24 17:43:31,2021-06-19 10:06:17.100,37.3527217600,-121.9157715100,20.1370,,,,
1787575411.640,2026-08-24 17:43:31,2021-06-19 10:06:17.200,37.3527221800,-121.9157704800,20.2960,,,,
1787575411.740,2026-08-24 17:43:31,2021-06-19 10:06:17.300,37.3527219700,-121.9157701500,20.2730,,,,
1787575411.842,2026-08-24 17:43:31,2021-06-19 10:06:17.400,37.3527219800,-121.9157711100,20.1750,,,,
1787575411.943,2026-08-24 17:43:31,2021-06-19 10:06:17.500,37.3527218900,-121.9157719900,20.0450,,,,
1787575412.043,2026-08-24 17:43:32,2021-06-19 10:06:17.600,37.3527221000,-121.9157710400,20.1590,,,,
1787575412.143,2026-08-24 17:43:32,2021-06-19 10:06:17.700,37.3527219300,-121.9157710800,20.1680,,,,
1787575412.243,2026-08-24 17:43:32,2021-06-19 10:06:17.800,37.3527223100,-121.9157700600,20.3570,,,,
1787575412.344,2026-08-24 17:43:32,2021-06-19 10:06:17.900,37.3527224200,-121.9157701000,20.4020,,,,
1787575412.445,2026-08-24 17:43:32,2021-06-19 10:06:18.000,37.3527226600,-121.9157705200,20.2400,,,,
1787575412.545,2026-08-24 17:43:32,2021-06-19 10:06:18.100,37.3527227800,-121.9157698300,20.4310,,,,
1787575412.646,2026-08-24 17:43:32,2021-06-19 10:06:18.200,37.3527230400,-121.9157690600,20.6090,,,,
1787575412.746,2026-08-24 17:43:32,2021-06-19 10:06:18.300,37.3527229000,-121.9157700400,20.4080,,,,
1787575412.847,2026-08-24 17:43:32,2021-06-19 10:06:18.400,37.3527228500,-121.9157706700,20.3220,,,,
1787575412.948,2026-08-24 17:43:32,2021-06-19 10:06:18.500,37.3527228000,-121.9157704000,20.3180,,,,
1787575413.049,2026-08-24 17:43:33,2021-06-19 10:06:18.600,37.3527228800,-121.9157703000,20.2110,,,,
1787575413.150,2026-08-24 17:43:33,2021-06-19 10:06:18.700,37.3527227700,-121.9157706200,20.1490,,,,
1787575413.251,2026-08-24 17:43:33,2021-06-19 10:06:18.800,37.3527229300,-121.9157703900,20.2990,,,,
1787575413.352,2026-08-24 17:43:33,2021-06-19 10:06:18.900,37.3527230300,-121.9157700600,20.2790,,,,
1787575413.453,2026-08-24 17:43:33,2021-06-19 10:06:19.000,37.3527229500,-121.9157707000,20.0830,,,,
1787575413.554,2026-08-24 17:43:33,2021-06-19 10:06:19.100,37.3527232000,-121.9157695000,20.3660,,,,
1787575413.655,2026-08-24 17:43:33,2021-06-19 10:06:19.200,37.3527233500,-121.9157701300,20.3150,,,,
1787575413.756,2026-08-24 17:43:33,2021-06-19 10:06:19.300,37.3527230300,-121.9157702000,20.2430,,,,
1787575413.857,2026-08-24 17:43:33,2021-06-19 10:06:19.400,37.3527233600,-121.9157693100,20.3650,,,,
1787575413.958,2026-08-24 17:43:33,2021-06-19 10:06:19.500,37.3527237000,-121.9157686900,20.4260,,,,
1787575414.059,2026-08-24 17:43:34,2021-06-19 10:06:19.600,37.3527233900,-121.9157702800,20.0730,,,,
1787575414.160,2026-08-24 17:43:34,2021-06-19 10:06:19.700,37.3527233300,-121.9157706000,20.0580,,,,
1787575414.260,2026-08-24 17:43:34,2021-06-19 10:06:19.800,37.3527238200,-121.9157689700,20.3040,,,,
1787575414.361,2026-08-24 17:43:34,2021-06-19 10:06:19.900,37.3527236600,-121.9157694300,20.1180,,,,
1787575414.461,2026-08-24 17:43:34,2021-06-19 10:06:20.000,37.3527234500,-121.9157698900,20.0250,,,,
1787575414.562,2026-08-24 17:43:34,2021-06-19 10:06:20.100,37.3527236900,-121.9157697000,20.1920,,,,
1787575414.663,2026-08-24 17:43:34,2021-06-19 10:06:20.200,37.3527235100,-121.9157696400,20.1630,,,,
1787575414.763,2026-08-24 17:43:34,2021-06-19 10:06:20.300,37.3527233800,-121.9157693800,20.1270,,,,
1787575414.864,2026-08-24 17:43:34,2021-06-19 10:06:20.400,37.3527234100,-121.9157688400,20.2360,,,,
1787575414.964,2026-08-24 17:43:34,2021-06-19 10:06:20.500,37.3527233600,-121.9157693800,20.1980,,,,
1787575415.066,2026-08-24 17:43:35,2021-06-19 10:06:20.600,37.3527233300,-121.9157699400,20.1130,,,,
1787575415.167,2026-08-24 17:43:35,2021-06-19 10:06:20.700,37.3527231600,-121.9157697000,20.1350,,,,
1787575415.267,2026-08-24 17:43:35,2021-06-19 10:06:20.800,37.3527235400,-121.9157682800,20.4100,,,,
1787575415.368,2026-08-24 17:43:35,2021-06-19 10:06:20.900,37.3527234800,-121.9157685600,20.3310,,,,
1787575415.469,2026-08-24 17:43:35,2021-06-19 10:06:21.000,37.3527233700,-121.9157699600,20.1800,,,,
1787575415.570,2026-08-24 17:43:35,2021-06-19 10:06:21.100,37.3527235700,-121.9157682700,20.5850,,,,
1787575415.671,2026-08-24 17:43:35,2021-06-19 10:06:21.200,37.3527234600,-121.9157684200,20.4800,,,,
1787575415.772,2026-08-24 17:43:35,2021-06-19 10:06:21.300,37.3527234900,-121.9157679200,20.5420,,,,
1787575415.872,2026-08-24 17:43:35,2021-06-19 10:06:21.400,37.3527235600,-121.9157682300,20.6810,,,,
1787575415.973,2026-08-24 17:43:35,2021-06-19 10:06:21.500,37.3527237200,-121.9157688400,20.4860,,,,
1787575416.074,2026-08-24 17:43:36,2021-06-19 10:06:21.600,37.3527235600,-121.9157690800,20.3880,,,,
1787575416.174,2026-08-24 17:43:36,2021-06-19 10:06:21.700,37.3527237100,-121.9157688700,20.4560,,,,
1787575416.274,2026-08-24 17:43:36,2021-06-19 10:06:21.800,37.3527235800,-121.9157695200,20.3650,,,,
1787575416.376,2026-08-24 17:43:36,2021-06-19 10:06:21.900,37.3527232700,-121.9157704400,20.1690,,,,
1787575416.477,2026-08-24 17:43:36,2021-06-19 10:06:22.000,37.3527234000,-121.9157705000,20.1410,,,,
1787575416.578,2026-08-24 17:43:36,2021-06-19 10:06:22.100,37.3527237000,-121.9157692900,20.4310,,,,
1787575416.679,2026-08-24 17:43:36,2021-06-19 10:06:22.200,37.3527234800,-121.9157698800,20.2570,,,,
1787575416.780,2026-08-24 17:43:36,2021-06-19 10:06:22.300,37.3527233400,-121.9157702700,20.2740,,,,
1787575416.881,2026-08-24 17:43:36,2021-06-19 10:06:22.400,37.3527235700,-121.9157693300,20.4820,,,,
1787575416.982,2026-08-24 17:43:36,2021-06-19 10:06:22.500,37.3527235700,-121.9157699200,20.2610,,,,
1787575417.083,2026-08-24 17:43:37,2021-06-19 10:06:22.600,37.3527237200,-121.9157694300,20.2930,,,,
1787575417.184,2026-08-24 17:43:37,2021-06-19 10:06:22.700,37.3527234300,-121.9157702200,20.2770,,,,
1787575417.285,2026-08-24 17:43:37,2021-06-19 10:06:22.800,37.3527237200,-121.9157698500,20.3010,,,,
1787575417.386,2026-08-24 17:43:37,2021-06-19 10:06:22.900,37.3527234400,-121.9157701400,20.1690,,,,
1787575417.487,2026-08-24 17:43:37,2021-06-19 10:06:23.000,37.3527230700,-121.9157706900,20.0630,,,,
1787575417.588,2026-08-24 17:43:37,2021-06-19 10:06:23.100,37.3527235100,-121.9157702100,20.1820,,,,
1787575417.689,2026-08-24 17:43:37,2021-06-19 10:06:23.200,37.3527229700,-121.9157714800,19.9780,,,,
1787575417.789,2026-08-24 17:43:37,2021-06-19 10:06:23.300,37.3527229600,-121.9157709100,20.0790,,,,
1787575417.891,2026-08-24 17:43:37,2021-06-19 10:06:23.400,37.3527234800,-121.9157696500,20.3660,,,,
1787575417.991,2026-08-24 17:43:37,2021-06-19 10:06:23.500,37.3527233900,-121.9157703800,20.1040,,,,
1787575418.092,2026-08-24 17:43:38,2021-06-19 10:06:23.600,37.3527231400,-121.9157713000,20.0590,,,,
1787575418.192,2026-08-24 17:43:38,2021-06-19 10:06:23.700,37.3527231700,-121.9157705800,20.2770,,,,
1787575418.293,2026-08-24 17:43:38,2021-06-19 10:06:23.800,37.3527230100,-121.9157698000,20.3460,,,,
1787575418.394,2026-08-24 17:43:38,2021-06-19 10:06:23.900,37.3527231000,-121.9157703400,20.1780,,,,
1787575418.494,2026-08-24 17:43:38,2021-06-19 10:06:24.000,37.3527227900,-121.9157711100,20.1380,,,,
1787575418.595,2026-08-24 17:43:38,2021-06-19 10:06:24.100,37.3527232000,-121.9157708100,20.2670,,,,
1787575418.696,2026-08-24 17:43:38,2021-06-19 10:06:24.200,37.3527231600,-121.9157703300,20.2610,,,,
1787575418.797,2026-08-24 17:43:38,2021-06-19 10:06:24.300,37.3527231200,-121.9157700600,20.3630,,,,
1787575418.898,2026-08-24 17:43:38,2021-06-19 10:06:24.400,37.3527231800,-121.9157689800,20.6230,,,,
1787575418.999,2026-08-24 17:43:38,2021-06-19 10:06:24.600,37.3527230000,-121.9157703600,20.3890,,,,
1787575419.200,2026-08-24 17:43:39,2021-06-19 10:06:24.700,37.3527231500,-121.9157695800,20.6030,,,,
1787575419.301,2026-08-24 17:43:39,2021-06-19 10:06:24.800,37.3527230900,-121.9157689600,20.6040,,,,
1787575419.402,2026-08-24 17:43:39,2021-06-19 10:06:24.900,37.3527227200,-121.9157705300,20.3530,,,,
1787575419.502,2026-08-24 17:43:39,2021-06-19 10:06:25.000,37.3527226100,-121.9157710900,20.2800,,,,
1787575419.602,2026-08-24 17:43:39,2021-06-19 10:06:25.100,37.3527227300,-121.9157706300,20.3380,,,,
1787575419.703,2026-08-24 17:43:39,2021-06-19 10:06:25.200,37.3527228000,-121.9157703700,20.2790,,,,
1787575419.804,2026-08-24 17:43:39,2021-06-19 10:06:25.300,37.3527225900,-121.9157703000,20.3660,,,,
1787575419.908,2026-08-24 17:43:39,2021-06-19 10:06:25.400,37.3527229900,-121.9157696600,20.6030,,,,
1787575420.009,2026-08-24 17:43:40,2021-06-19 10:06:25.500,37.3527228300,-121.9157704800,20.3480,,,,
1787575420.110,2026-08-24 17:43:40,2021-06-19 10:06:25.700,37.3527231000,-121.9157691200,20.6850,,,,
1787575420.311,2026-08-24 17:43:40,2021-06-19 10:06:25.800,37.3527227100,-121.9157702600,20.5370,,,,
1787575420.412,2026-08-24 17:43:40,2021-06-19 10:06:25.900,37.3527228100,-121.9157703900,20.4340,,,,
1787575420.513,2026-08-24 17:43:40,2021-06-19 10:06:26.000,37.3527228500,-121.9157703100,20.4490,,,,
1787575420.615,2026-08-24 17:43:40,2021-06-19 10:06:26.100,37.3527230200,-121.9157696700,20.5830,,,,
1787575420.715,2026-08-24 17:43:40,2021-06-19 10:06:26.200,37.3527226000,-121.9157709500,20.3290,,,,
1787575420.816,2026-08-24 17:43:40,2021-06-19 10:06:26.400,37.3527224400,-121.9157701200,20.4930,,,,
1787575421.017,2026-08-24 17:43:41,2021-06-19 10:06:26.500,37.3527223300,-121.9157712500,20.1820,,,,
1787575421.118,2026-08-24 17:43:41,2021-06-19 10:06:26.600,37.3527222100,-121.9157711000,20.2660,,,,
1787575421.223,2026-08-24 17:43:41,2021-06-19 10:06:26.800,37.3527223200,-121.9157711200,20.3100,,,,
1787575421.328,2026-08-24 17:43:41,2021-06-19 10:06:26.900,37.3527224200,-121.9157711700,20.3000,,,,
1787575421.429,2026-08-24 17:43:41,2021-06-19 10:06:27.000,37.3527224100,-121.9157707400,20.3640,,,,
1787575421.531,2026-08-24 17:43:41,2021-06-19 10:06:27.100,37.3527228600,-121.9157706800,20.4800,,,,
1787575421.631,2026-08-24 17:43:41,2021-06-19 10:06:27.200,37.3527227400,-121.9157712100,20.3440,,,,
1787575421.732,2026-08-24 17:43:41,2021-06-19 10:06:27.300,37.3527226800,-121.9157704900,20.4400,,,,
1787575421.833,2026-08-24 17:43:41,2021-06-19 10:06:27.400,37.3527232200,-121.9157692500,20.6490,,,,
1787575421.934,2026-08-24 17:43:41,2021-06-19 10:06:27.500,37.3527231500,-121.9157700100,20.4380,,,,
1787575422.035,2026-08-24 17:43:42,2021-06-19 10:06:27.600,37.3527228600,-121.9157704500,20.4890,,,,
1787575422.135,2026-08-24 17:43:42,2021-06-19 10:06:27.700,37.3527231900,-121.9157693000,20.7350,,,,
1787575422.235,2026-08-24 17:43:42,2021-06-19 10:06:27.800,37.3527231700,-121.9157684600,20.8400,,,,
1787575422.336,2026-08-24 17:43:42,2021-06-19 10:06:27.900,37.3527231400,-121.9157686500,20.7690,,,,
1787575422.437,2026-08-24 17:43:42,2021-06-19 10:06:28.000,37.3527231800,-121.9157695300,20.7160,,,,
1787575422.538,2026-08-24 17:43:42,2021-06-19 10:06:28.100,37.3527236100,-121.9157686600,20.8700,,,,
1787575422.638,2026-08-24 17:43:42,2021-06-19 10:06:28.200,37.3527234200,-121.9157687400,20.7280,,,,
1787575422.739,2026-08-24 17:43:42,2021-06-19 10:06:28.300,37.3527232000,-121.9157685700,20.7540,,,,
1787575422.840,2026-08-24 17:43:42,2021-06-19 10:06:28.400,37.3527230200,-121.9157688000,20.8160,,,,
1787575422.943,2026-08-24 17:43:42,2021-06-19 10:06:28.500,37.3527228400,-121.9157703600,20.4360,,,,
1787575423.043,2026-08-24 17:43:43,2021-06-19 10:06:28.600,37.3527228000,-121.9157696300,20.5490,,,,
1787575423.144,2026-08-24 17:43:43,2021-06-19 10:06:28.700,37.3527230500,-121.9157691100,20.6690,,,,
1787575423.245,2026-08-24 17:43:43,2021-06-19 10:06:28.800,37.3527231400,-121.9157684100,20.7530,,,,
1787575423.345,2026-08-24 17:43:43,2021-06-19 10:06:28.900,37.3527231900,-121.9157695600,20.5830,,,,
1787575423.446,2026-08-24 17:43:43,2021-06-19 10:06:29.000,37.3527233200,-121.9157693300,20.5910,,,,
1787575423.547,2026-08-24 17:43:43,2021-06-19 10:06:29.100,37.3527237500,-121.9157684000,20.8140,,,,
1787575423.648,2026-08-24 17:43:43,2021-06-19 10:06:29.200,37.3527235700,-121.9157683700,20.6960,,,,
1787575423.749,2026-08-24 17:43:43,2021-06-19 10:06:29.300,37.3527232400,-121.9157692700,20.6130,,,,
1787575423.850,2026-08-24 17:43:43,2021-06-19 10:06:29.400,37.3527234400,-121.9157684800,20.8030,,,,
1787575423.951,2026-08-24 17:43:43,2021-06-19 10:06:29.500,37.3527231000,-121.9157695600,20.5330,,,,
1787575424.052,2026-08-24 17:43:44,2021-06-19 10:06:29.600,37.3527229200,-121.9157693400,20.5800,,,,
1787575424.153,2026-08-24 17:43:44,2021-06-19 10:06:29.700,37.3527229100,-121.9157696300,20.5250,,,,
1787575424.254,2026-08-24 17:43:44,2021-06-19 10:06:29.800,37.3527226700,-121.9157699700,20.5160,,,,
1787575424.355,2026-08-24 17:43:44,2021-06-19 10:06:29.900,37.3527225300,-121.9157703000,20.4080,,,,
1787575424.456,2026-08-24 17:43:44,2021-06-19 10:06:30.000,37.3527225400,-121.9157702500,20.4000,,,,
1787575424.557,2026-08-24 17:43:44,2021-06-19 10:06:30.100,37.3527229500,-121.9157689700,20.6840,,,,
1787575424.657,2026-08-24 17:43:44,2021-06-19 10:06:30.200,37.3527226700,-121.9157704300,20.4600,,,,
1787575424.758,2026-08-24 17:43:44,2021-06-19 10:06:30.300,37.3527225100,-121.9157701000,20.5090,,,,
1787575424.859,2026-08-24 17:43:44,2021-06-19 10:06:30.400,37.3527227600,-121.9157691500,20.6740,,,,
1787575424.959,2026-08-24 17:43:44,2021-06-19 10:06:30.500,37.3527226800,-121.9157695900,20.5350,,,,
1787575425.060,2026-08-24 17:43:45,2021-06-19 10:06:30.600,37.3527225200,-121.9157706700,20.4240,,,,
1787575425.161,2026-08-24 17:43:45,2021-06-19 10:06:30.700,37.3527225100,-121.9157709100,20.3900,,,,
1787575425.262,2026-08-24 17:43:45,2021-06-19 10:06:30.800,37.3527228900,-121.9157695900,20.6260,,,,
1787575425.362,2026-08-24 17:43:45,2021-06-19 10:06:30.900,37.3527226000,-121.9157702200,20.4670,,,,
1787575425.463,2026-08-24 17:43:45,2021-06-19 10:06:31.000,37.3527227400,-121.9157703600,20.4320,,,,
1787575425.564,2026-08-24 17:43:45,2021-06-19 10:06:31.100,37.3527231600,-121.9157698900,20.6480,,,,
1787575425.665,2026-08-24 17:43:45,2021-06-19 10:06:31.200,37.3527231000,-121.9157701400,20.5350,,,,
1787575425.765,2026-08-24 17:43:45,2021-06-19 10:06:31.300,37.3527228300,-121.9157698500,20.5890,,,,
1787575425.865,2026-08-24 17:43:45,2021-06-19 10:06:31.400,37.3527231400,-121.9157688100,20.7990,,,,
1787575425.966,2026-08-24 17:43:45,2021-06-19 10:06:31.500,37.3527229700,-121.9157699500,20.6330,,,,
1787575426.067,2026-08-24 17:43:46,2021-06-19 10:06:31.600,37.3527229200,-121.9157703400,20.5440,,,,
1787575426.168,2026-08-24 17:43:46,2021-06-19 10:06:31.700,37.3527229500,-121.9157700200,20.5320,,,,
1787575426.269,2026-08-24 17:43:46,2021-06-19 10:06:31.800,37.3527228400,-121.9157691100,20.6820,,,,
1787575426.370,2026-08-24 17:43:46,2021-06-19 10:06:31.900,37.3527222000,-121.9157701100,20.4530,,,,
1787575426.471,2026-08-24 17:43:46,2021-06-19 10:06:32.000,37.3527221400,-121.9157717300,20.1640,,,,
1787575426.571,2026-08-24 17:43:46,2021-06-19 10:06:32.100,37.3527223800,-121.9157705300,20.3760,,,,
1787575426.671,2026-08-24 17:43:46,2021-06-19 10:06:32.200,37.3527224300,-121.9157700800,20.4350,,,,
1787575426.772,2026-08-24 17:43:46,2021-06-19 10:06:32.300,37.3527219700,-121.9157698900,20.4590,,,,
1787575426.873,2026-08-24 17:43:46,2021-06-19 10:06:32.400,37.3527220200,-121.9157706100,20.4050,,,,
1787575426.973,2026-08-24 17:43:46,2021-06-19 10:06:32.500,37.3527223700,-121.9157701700,20.5140,,,,
1787575427.074,2026-08-24 17:43:47,2021-06-19 10:06:32.600,37.3527219500,-121.9157706400,20.3720,,,,
1787575427.175,2026-08-24 17:43:47,2021-06-19 10:06:32.700,37.3527220300,-121.9157704400,20.3380,,,,
1787575427.276,2026-08-24 17:43:47,2021-06-19 10:06:32.800,37.3527221800,-121.9157701900,20.4640,,,,
1787575427.376,2026-08-24 17:43:47,2021-06-19 10:06:32.900,37.3527219200,-121.9157710100,20.3560,,,,
1787575427.476,2026-08-24 17:43:47,2021-06-19 10:06:33.000,37.3527217300,-121.9157713200,20.1760,,,,
1787575427.576,2026-08-24 17:43:47,2021-06-19 10:06:33.100,37.3527219400,-121.9157708100,20.2400,,,,
1787575427.677,2026-08-24 17:43:47,2021-06-19 10:06:33.200,37.3527220900,-121.9157705700,20.3350,,,,
1787575427.777,2026-08-24 17:43:47,2021-06-19 10:06:33.300,37.3527216000,-121.9157716800,20.1630,,,,
1787575427.879,2026-08-24 17:43:47,2021-06-19 10:06:33.400,37.3527217600,-121.9157713000,20.1870,,,,
1787575427.979,2026-08-24 17:43:47,2021-06-19 10:06:33.500,37.3527222200,-121.9157707700,20.3250,,,,
1787575428.079,2026-08-24 17:43:48,2021-06-19 10:06:33.600,37.3527221600,-121.9157705500,20.3730,,,,
1787575428.180,2026-08-24 17:43:48,2021-06-19 10:06:33.700,37.3527221900,-121.9157710000,20.3040,,,,
1787575428.281,2026-08-24 17:43:48,2021-06-19 10:06:33.800,37.3527221700,-121.9157705700,20.4250,,,,
1787575428.381,2026-08-24 17:43:48,2021-06-19 10:06:33.900,37.3527221400,-121.9157699200,20.5980,,,,
1787575428.482,2026-08-24 17:43:48,2021-06-19 10:06:34.000,37.3527219600,-121.9157707500,20.3160,,,,
1787575428.582,2026-08-24 17:43:48,2021-06-19 10:06:34.100,37.3527219400,-121.9157708000,20.3110,,,,
1787575428.683,2026-08-24 17:43:48,2021-06-19 10:06:34.200,37.3527221700,-121.9157708900,20.4460,,,,
1787575428.784,2026-08-24 17:43:48,2021-06-19 10:06:34.300,37.3527219600,-121.9157705100,20.4660,,,,
1787575428.884,2026-08-24 17:43:48,2021-06-19 10:06:34.400,37.3527219300,-121.9157699300,20.5490,,,,
1787575428.986,2026-08-24 17:43:48,2021-06-19 10:06:34.500,37.3527221800,-121.9157693800,20.6480,,,,
1787575429.086,2026-08-24 17:43:49,2021-06-19 10:06:34.600,37.3527217700,-121.9157703600,20.6810,,,,
1787575429.186,2026-08-24 17:43:49,2021-06-19 10:06:34.700,37.3527214200,-121.9157706700,20.5500,,,,
1787575429.287,2026-08-24 17:43:49,2021-06-19 10:06:34.800,37.3527215700,-121.9157694900,20.7200,,,,
1787575429.388,2026-08-24 17:43:49,2021-06-19 10:06:34.900,37.3527218000,-121.9157682800,21.0260,,,,
1787575429.488,2026-08-24 17:43:49,2021-06-19 10:06:35.000,37.3527217400,-121.9157701700,20.6080,,,,
1787575429.589,2026-08-24 17:43:49,2021-06-19 10:06:35.100,37.3527216400,-121.9157706100,20.5270,,,,
1787575429.690,2026-08-24 17:43:49,2021-06-19 10:06:35.200,37.3527216100,-121.9157702800,20.5580,,,,
1787575429.791,2026-08-24 17:43:49,2021-06-19 10:06:35.300,37.3527212600,-121.9157700500,20.5940,,,,
1787575429.892,2026-08-24 17:43:49,2021-06-19 10:06:35.400,37.3527212200,-121.9157706100,20.4040,,,,
1787575429.993,2026-08-24 17:43:49,2021-06-19 10:06:35.500,37.3527209100,-121.9157719200,20.2290,,,,
1787575430.094,2026-08-24 17:43:50,2021-06-19 10:06:35.600,37.3527213400,-121.9157706400,20.5910,,,,
1787575430.195,2026-08-24 17:43:50,2021-06-19 10:06:35.700,37.3527212200,-121.9157705800,20.4780,,,,
1787575430.295,2026-08-24 17:43:50,2021-06-19 10:06:35.800,37.3527211000,-121.9157702800,20.5110,,,,
1787575430.396,2026-08-24 17:43:50,2021-06-19 10:06:35.900,37.3527212500,-121.9157701600,20.6760,,,,
1787575430.497,2026-08-24 17:43:50,2021-06-19 10:06:36.000,37.3527212600,-121.9157710600,20.5320,,,,
1787575430.598,2026-08-24 17:43:50,2021-06-19 10:06:36.100,37.3527212500,-121.9157708300,20.4900,,,,
1787575430.698,2026-08-24 17:43:50,2021-06-19 10:06:36.200,37.3527213300,-121.9157709300,20.4800,,,,
1787575430.799,2026-08-24 17:43:50,2021-06-19 10:06:36.300,37.3527204400,-121.9157727700,20.3100,,,,
